,sentence,label,NN,JJ,PRP
118,"['There', 'was', 'no', 'debate', 'as', 'the', 'Senate', 'passed', 'the', 'bill', 'on', 'to', 'the', 'House', '.']",news,4,0,0
119,"['It', 'would', 'authorize', 'the', 'Texas', 'Education', 'Agency', 'to', 'establish', 'county-wide', 'day', 'schools', 'for', 'the', 'deaf', 'in', 'counties', 'of', '300,000', 'or', 'more', 'population', ',', 'require', 'deaf', 'children', 'between', '6', 'and', '13', 'years', 'of', 'age', 'to', 'attend', 'the', 'day', 'schools', ',', 'permitting', 'older', 'ones', 'to', 'attend', 'the', 'residential', 'Texas', 'School', 'for', 'the', 'Deaf', 'here', '.']",news,17,5,0
120,"['Operating', 'budget', 'for', 'the', 'day', 'schools', 'in', 'the', 'five', 'counties', 'of', 'Dallas', ',', 'Harris', ',', 'Bexar', ',', 'Tarrant', 'and', 'El', 'Paso', 'would', 'be', '$451,500', ',', 'which', 'would', 'be', 'a', 'savings', 'of', '$157,460', 'yearly', 'after', 'the', 'first', ""year's"", 'capital', 'outlay', 'of', '$88,000', 'was', 'absorbed', ',', 'Parkhouse', 'told', 'the', 'Senate', '.']",news,18,2,0
121,"['The', 'TEA', 'estimated', 'there', 'would', 'be', '182', 'scholastics', 'to', 'attend', 'the', 'day', 'school', 'in', 'Dallas', 'County', ',', 'saving', 'them', 'from', 'coming', 'to', 'Austin', 'to', 'live', 'in', 'the', 'state', 'deaf', 'school', '.']",news,9,1,0
122,"['Dallas', 'may', 'get', 'to', 'hear', 'a', 'debate', 'on', 'horse', 'race', 'parimutuels', 'soon', 'between', 'Reps.', 'V.', 'E.', '(', 'Red', ')', 'Berry', 'and', 'Joe', 'Ratcliff', '.']",news,12,0,0
123,"['While', 'details', 'are', 'still', 'to', 'be', 'worked', 'out', ',', 'Ratcliff', 'said', 'he', 'expects', 'to', 'tell', 'home', 'folks', 'in', 'Dallas', 'why', 'he', 'thinks', ""Berry's"", 'proposed', 'constitutional', 'amendment', 'should', 'be', 'rejected', '.']",news,7,1,0
124,"['``', ""We're"", 'getting', 'more', ""'"", 'pro', ""'"", 'letters', 'than', ""'"", 'con', ""'"", 'on', 'horse', 'race', 'betting', ""''"", ',', 'said', 'Ratcliff', '.']",news,7,1,0
125,"['``', 'But', 'I', 'believe', 'if', 'people', 'were', 'better', 'informed', 'on', 'this', 'question', ',', 'most', 'of', 'them', 'would', 'oppose', 'it', 'also', '.']",news,2,2,0
126,"[""I'm"", 'willing', 'to', 'stake', 'my', 'political', 'career', 'on', 'it', ""''"", '.']",news,3,2,0
127,"['Rep.', 'Berry', ',', 'an', 'ex-gambler', 'from', 'San', 'Antonio', ',', 'got', 'elected', 'on', 'his', 'advocacy', 'of', 'betting', 'on', 'the', 'ponies', '.']",news,7,0,0
128,"['A', 'House', 'committee', 'which', 'heard', 'his', 'local', 'option', 'proposal', 'is', 'expected', 'to', 'give', 'it', 'a', 'favorable', 'report', ',', 'although', 'the', 'resolution', 'faces', 'hard', 'sledding', 'later', '.']",news,7,3,0
129,"['The', 'house', 'passed', 'finally', ',', 'and', 'sent', 'to', 'the', 'Senate', ',', 'a', 'bill', 'extending', 'the', 'State', 'Health', ""Department's"", 'authority', 'to', 'give', 'planning', 'assistance', 'to', 'cities', '.']",news,10,0,0
130,"['The', 'senate', 'quickly', 'whipped', 'through', 'its', 'meager', 'fare', 'of', 'House', 'bills', 'approved', 'by', 'committees', ',', 'passing', 'the', 'three', 'on', 'the', 'calendar', '.']",news,6,1,0
131,"['One', 'validated', 'acts', 'of', 'school', 'districts', '.']",news,3,1,0
132,"['Another', 'enlarged', 'authority', 'of', 'the', 'Beaumont', 'Navigation', 'District', '.']",news,4,1,0
133,"['The', 'third', 'amended', 'the', 'enabling', 'act', 'for', 'creation', 'of', 'the', 'Lamar', 'county', 'Hospital', 'District', ',', 'for', 'which', 'a', 'special', 'constitutional', 'amendment', 'previously', 'was', 'adopted', '.']",news,8,3,0
134,"['Without', 'dissent', ',', 'senators', 'passed', 'a', 'bill', 'by', 'Sen.', 'A.', 'R.', 'Schwartz', 'of', 'Galveston', 'authorizing', 'establishment', 'in', 'the', 'future', 'of', 'a', 'school', 'for', 'the', 'mentally', 'retarded', 'in', 'the', 'Gulf', 'Coast', 'district', '.']",news,14,0,0
135,"['Money', 'for', 'its', 'construction', 'will', 'be', 'sought', 'later', 'on', 'but', 'in', 'the', 'meantime', 'the', 'State', 'Hospital', 'board', 'can', 'accept', 'gifts', 'and', 'donations', 'of', 'a', 'site', '.']",news,9,0,0
136,"['Two', 'tax', 'revision', 'bills', 'were', 'passed', '.']",news,3,0,0
137,"['One', ',', 'by', 'Sen.', 'Louis', 'Crump', 'of', 'San', 'Saba', ',', 'would', 'aid', 'more', 'than', '17,000', 'retailers', 'who', 'pay', 'a', 'group', 'of', 'miscellaneous', 'excise', 'taxes', 'by', 'eliminating', 'the', 'requirement', 'that', 'each', 'return', 'be', 'notarized', '.']",news,11,2,0
138,"['Instead', ',', 'retailers', 'would', 'sign', 'a', 'certificate', 'of', 'correctness', ',', 'violation', 'of', 'which', 'would', 'carry', 'a', 'penalty', 'of', 'one', 'to', 'five', 'years', 'in', 'prison', ',', 'plus', 'a', '$1,000', 'fine', '.']",news,8,0,0
139,"['It', 'was', 'one', 'of', 'a', 'series', 'of', 'recommendations', 'by', 'the', 'Texas', 'Research', 'League', '.']",news,5,0,0
140,"['The', 'other', 'bill', ',', 'by', 'Sen.', 'A.', 'M.', 'Aikin', 'Jr.', 'of', 'Paris', ',', 'would', 'relieve', 'real', 'estate', 'brokers', ',', 'who', 'pay', 'their', 'own', 'annual', 'licensing', 'fee', ',', 'from', 'the', '$12', 'annual', 'occupation', 'license', 'on', 'brokers', 'in', 'such', 'as', 'stocks', 'and', 'bonds', '.']",news,17,6,0
141,"['Natural', 'gas', 'public', 'utility', 'companies', 'would', 'be', 'given', 'the', 'right', 'of', 'eminent', 'domain', ',', 'under', 'a', 'bill', 'by', 'Sen.', 'Frank', 'Owen', '3', ',', 'of', 'El', 'Paso', ',', 'to', 'acquire', 'sites', 'for', 'underground', 'storage', 'reservoirs', 'for', 'gas', '.']",news,17,2,0
142,"['Marshall', 'Formby', 'of', 'Plainview', ',', 'former', 'chairman', 'of', 'the', 'Texas', 'Highway', 'Commission', ',', 'suggested', 'a', 'plan', 'to', 'fill', 'by', 'appointment', 'future', 'vacancies', 'in', 'the', 'Legislature', 'and', 'Congress', ',', 'eliminating', 'the', 'need', 'for', 'costly', 'special', 'elections', '.']",news,14,4,0
143,"['Under', ""Formby's"", 'plan', ',', 'an', 'appointee', 'would', 'be', 'selected', 'by', 'a', 'board', 'composed', 'of', 'the', 'governor', ',', 'lieutenant', 'governor', ',', 'speaker', 'of', 'the', 'House', ',', 'attorney', 'general', 'and', 'chief', 'justice', 'of', 'the', 'Texas', 'Supreme', 'Court', '.']",news,14,2,0
144,"['Austin', ',', 'Texas']",news,2,0,0
145,"['--', 'State', 'representatives', 'decided', 'Thursday', 'against', 'taking', 'a', 'poll', 'on', 'what', 'kind', 'of', 'taxes', 'Texans', 'would', 'prefer', 'to', 'pay', '.']",news,7,0,0
146,"['An', 'adverse', 'vote', 'of', '81', 'to', '65', 'kept', 'in', 'the', 'State', 'Affairs', 'Committee', 'a', 'bill', 'which', 'would', 'order', 'the', 'referendum', 'on', 'the', 'April', '4', 'ballot', ',', 'when', 'Texas', 'votes', 'on', 'a', 'U.S.', 'senator', '.']",news,13,1,0
147,"['Rep.', 'Wesley', 'Roberts', 'of', 'Seminole', ',', 'sponsor', 'of', 'the', 'poll', 'idea', ',', 'said', 'that', 'further', 'delay', 'in', 'the', 'committee', 'can', 'kill', 'the', 'bill', '.']",news,10,1,0
148,"['The', 'West', 'Texan', 'reported', 'that', 'he', 'had', 'finally', 'gotten', 'Chairman', 'Bill', 'Hollowell', 'of', 'the', 'committee', 'to', 'set', 'it', 'for', 'public', 'hearing', 'on', 'Feb.', '22', '.']",news,8,1,0
149,"['The', 'proposal', 'would', 'have', 'to', 'receive', 'final', 'legislative', 'approval', ',', 'by', 'two-thirds', 'majorities', ',', 'before', 'March', '1', 'to', 'be', 'printed', 'on', 'the', 'April', '4', 'ballot', ',', 'Roberts', 'said', '.']",news,8,2,0
150,"['Opponents', 'generally', 'argued', 'that', 'the', 'ballot', ""couldn't"", 'give', 'enough', 'information', 'about', 'tax', 'proposals', 'for', 'the', 'voters', 'to', 'make', 'an', 'intelligent', 'choice', '.']",news,8,2,0
151,"['All', 'Dallas', 'members', 'voted', 'with', 'Roberts', ',', 'except', 'Rep.', 'Bill', 'Jones', ',', 'who', 'was', 'absent', '.']",news,7,0,0
152,"['Austin', ',', 'Texas']",news,2,0,0
153,"['--', 'Paradise', 'lost', 'to', 'the', 'alleged', 'water', 'needs', 'of', ""Texas'"", 'big', 'cities', 'Thursday', '.']",news,6,2,0
154,"['Rep.', 'James', 'Cotten', 'of', 'Weatherford', 'insisted', 'that', 'a', 'water', 'development', 'bill', 'passed', 'by', 'the', 'Texas', 'House', 'of', 'Representatives', 'was', 'an', 'effort', 'by', 'big', 'cities', 'like', 'Dallas', 'and', 'Fort', 'Worth', 'to', 'cover', 'up', 'places', 'like', 'Paradise', ',', 'a', 'Wise', 'County', 'hamlet', 'of', '250', 'people', '.']",news,21,1,0
155,"['When', 'the', 'shouting', 'ended', ',', 'the', 'bill', 'passed', ',', '114', 'to', '4', ',', 'sending', 'it', 'to', 'the', 'Senate', ',', 'where', 'a', 'similar', 'proposal', 'is', 'being', 'sponsored', 'by', 'Sen.', 'George', 'Parkhouse', 'of', 'Dallas', '.']",news,8,1,0
156,"['Most', 'of', 'the', 'fire', 'was', 'directed', 'by', 'Cotten', 'against', 'Dallas', 'and', 'Sen.', 'Parkhouse', '.']",news,5,1,0
157,"['The', 'bill', 'would', 'increase', 'from', '$5,000,000', 'to', '$15,000,000', 'the', 'maximum', 'loan', 'the', 'state', 'could', 'make', 'to', 'a', 'local', 'water', 'project', '.']",news,5,2,0
158,"['Cotten', 'construed', 'this', 'as', 'a', 'veiled', 'effort', 'by', 'Parkhouse', 'to', 'help', 'Dallas', 'and', 'other', 'large', 'cities', 'get', 'money', 'which', 'Cotten', 'felt', 'could', 'better', 'be', 'spent', 'providing', 'water', 'for', 'rural', 'Texas', '.']",news,9,5,0
159,"['Statements', 'by', 'other', 'legislators', 'that', 'Dallas', 'is', 'paying', 'for', 'all', 'its', 'water', 'program', 'by', 'local', 'bonds', ',', 'and', 'that', 'less', 'populous', 'places', 'would', 'benefit', 'most', 'by', 'the', 'pending', 'bill', ',', 'did', 'not', 'sway', ""Cotten's"", 'attack', '.']",news,10,4,0
160,"['The', ""bill's"", 'defenders', 'were', 'mostly', 'small-town', 'legislators', 'like', 'J.', 'W.', 'Buchanan', 'of', 'Dumas', ',', 'Eligio', '(', 'Kika', ')', 'De', 'La', 'Garza', 'of', 'Mission', ',', 'Sam', 'F.', 'Collins', 'of', 'Newton', 'and', 'Joe', 'Chapman', 'of', 'Sulphur', 'Springs', '.']",news,21,1,0
161,"['``', 'This', 'is', 'a', 'poor', ""boy's"", 'bill', ""''"", ',', 'said', 'Chapman', '.']",news,3,1,0
162,"['``', 'Dallas', 'and', 'Fort', 'Worth', 'can', 'vote', 'bonds', '.']",news,4,0,0
163,"['This', 'would', 'help', 'the', 'little', 'peanut', 'districts', ""''"", '.']",news,1,2,0
164,"['Austin', ',', 'Texas']",news,2,0,0
165,"['--', 'A', 'Houston', 'teacher', ',', 'now', 'serving', 'in', 'the', 'Legislature', ',', 'proposed', 'Thursday', 'a', 'law', 'reducing', 'the', 'time', 'spent', 'learning', '``', 'educational', 'methods', ""''"", '.']",news,7,1,0
166,"['Rep.', 'Henry', 'C.', 'Grover', ',', 'who', 'teaches', 'history', 'in', 'the', 'Houston', 'public', 'schools', ',', 'would', 'reduce', 'from', '24', 'to', '12', 'semester', 'hours', 'the', 'so-called', '``', 'teaching', 'methods', ""''"", 'courses', 'required', 'to', 'obtain', 'a', 'junior', 'or', 'senior', 'high', 'school', 'teaching', 'certificate', '.']",news,15,3,0
167,"['A', 'normal', ""year's"", 'work', 'in', 'college', 'is', '30', 'semester', 'hours', '.']",news,5,1,0
168,"['Grover', 'also', 'would', 'require', 'junior-senior', 'high', 'teachers', 'to', 'have', 'at', 'least', '24', 'semester', 'hours', 'credit', 'in', 'the', 'subject', 'they', 'are', 'teaching', '.']",news,6,3,0
169,"['The', 'remainder', 'of', 'the', '4-year', 'college', 'requirement', 'would', 'be', 'in', 'general', 'subjects', '.']",news,4,2,0
170,"['``', 'A', 'person', 'with', 'a', ""master's"", 'degree', 'in', 'physics', ',', 'chemistry', ',', 'math', 'or', 'English', ',', 'yet', 'who', 'has', 'not', 'taken', 'Education', 'courses', ',', 'is', 'not', 'permitted', 'to', 'teach', 'in', 'the', 'public', 'schools', ""''"", ',', 'said', 'Grover', '.']",news,11,1,0
171,"['College', 'teachers', 'in', 'Texas', 'are', 'not', 'required', 'to', 'have', 'the', 'Education', 'courses', '.']",news,5,0,0
172,"['Fifty-three', 'of', 'the', '150', 'representatives', 'immediately', 'joined', 'Grover', 'as', 'co-signers', 'of', 'the', 'proposal', '.']",news,4,0,0
173,"['Paris', ',', 'Texas', '(', 'sp.', ')']",news,3,0,0
174,"['--', 'The', 'board', 'of', 'regents', 'of', 'Paris', 'Junior', 'College', 'has', 'named', 'Dr.', 'Clarence', 'Charles', 'Clark', 'of', 'Hays', ',', 'Kan.', 'as', 'the', ""school's"", 'new', 'president', '.']",news,12,2,0
175,"['Dr.', 'Clark', 'will', 'succeed', 'Dr.', 'J.', 'R.', 'McLemore', ',', 'who', 'will', 'retire', 'at', 'the', 'close', 'of', 'the', 'present', 'school', 'term', '.']",news,9,1,0
176,"['Dr.', 'Clark', 'holds', 'an', 'earned', 'Doctor', 'of', 'Education', 'degree', 'from', 'the', 'University', 'of', 'Oklahoma', '.']",news,7,1,0
177,"['He', 'also', 'received', 'a', 'Master', 'of', 'Science', 'degree', 'from', 'Texas', 'A', '&', 'I', 'College', 'and', 'a', 'Bachelor', 'of', 'Science', 'degree', 'from', 'Southwestern', 'State', 'College', ',', 'Weatherford', ',', 'Okla.', '.']",news,14,0,0
178,"['In', 'addition', ',', 'Dr.', 'Clark', 'has', 'studied', 'at', 'Rhode', 'Island', 'State', 'College', 'and', 'Massachusetts', 'Institute', 'of', 'Technology', '.']",news,10,0,0
179,"['During', 'his', 'college', 'career', ',', 'Dr.', 'Clark', 'was', 'captain', 'of', 'his', 'basketball', 'team', 'and', 'was', 'a', 'football', 'letterman', '.']",news,9,0,0
180,"['Dr.', 'Clark', 'has', 'served', 'as', 'teacher', 'and', 'principal', 'in', 'Oklahoma', 'high', 'schools', ',', 'as', 'teacher', 'and', 'athletic', 'director', 'at', 'Raymondville', ',', 'Texas', ',', 'High', 'School', ',', 'as', 'an', 'instructor', 'at', 'the', 'University', 'of', 'Oklahoma', ',', 'and', 'as', 'an', 'associate', 'professor', 'of', 'education', 'at', 'Fort', 'Hays', ',', 'Kan.', ',', 'State', 'College', '.']",news,23,2,0
181,"['He', 'has', 'served', 'as', 'a', 'border', 'patrolman', 'and', 'was', 'in', 'the', 'Signal', 'Corps', 'of', 'the', 'U.S.', 'Army', '.']",news,6,0,0
182,"['Denton', ',', 'Texas', '(', 'sp.', ')']",news,3,0,0
183,"['--', 'Principals', 'of', 'the', '13', 'schools', 'in', 'the', 'Denton', 'Independent', 'School', 'District', 'have', 'been', 're-elected', 'for', 'the', '1961-62', 'session', 'upon', 'the', 'recommendation', 'of', 'Supt.', 'Chester', 'O.', 'Strickland', '.']",news,12,1,0
184,"['State', 'and', 'federal', 'legislation', 'against', 'racial', 'discrimination', 'in', 'employment', 'was', 'called', 'for', 'yesterday', 'in', 'a', 'report', 'of', 'a', '``', 'blue', 'ribbon', ""''"", 'citizens', 'committee', 'on', 'the', 'aid', 'to', 'dependent', 'children', 'program', '.']",news,12,4,0
185,"['The', 'report', ',', 'culminating', 'a', 'year', 'long', 'study', 'of', 'the', 'ADC', 'program', 'in', 'Cook', 'county', 'by', 'a', 'New', 'York', 'City', 'welfare', 'consulting', 'firm', ',', 'listed', '10', 'long', 'range', 'recommendations', 'designed', 'to', 'reduce', 'the', 'soaring', 'ADC', 'case', 'load', '.']",news,17,1,0
186,"['The', 'report', 'called', 'racial', 'discrimination', 'in', 'employment', '``', 'one', 'of', 'the', 'most', 'serious', 'causes', 'of', 'family', 'breakdown', ',', 'desertion', ',', 'and', 'ADC', 'dependency', ""''"", '.']",news,9,2,0
187,"['``', 'Must', 'solve', 'problem', ""''""]",news,2,0,0
188,"['The', 'monthly', 'cost', 'of', 'ADC', 'to', 'more', 'than', '100,000', 'recipients', 'in', 'the', 'county', 'is', '4.4', 'million', 'dollars', ',', 'said', 'C.', 'Virgil', 'Martin', ',', 'president', 'of', 'Carson', 'Pirie', 'Scott', '&', 'Co.', ',', 'committee', 'chairman', '.']",news,15,2,0
189,"['``', 'We', 'must', 'solve', 'the', 'problems', 'which', 'have', 'forced', 'these', 'people', 'to', 'depend', 'upon', 'ADC', 'for', 'subsistence', ""''"", ',', 'Martin', 'said', '.']",news,5,0,0
190,"['The', 'volume', 'of', 'ADC', 'cases', 'will', 'decrease', ',', 'Martin', 'reported', ',', 'when', 'the', 'community', 'is', 'able', 'to', 'deal', 'effectively', 'with', 'two', 'problems', ':', 'Relatively', 'limited', 'skills', 'and', 'discrimination', 'in', 'employment', 'because', 'of', 'color', '.']",news,10,2,0
191,"['These', ',', 'he', 'said', ',', 'are', '``', 'two', 'of', 'the', 'principal', 'underlying', 'causes', 'for', 'family', 'breakups', 'leading', 'to', 'ADC', ""''"", '.']",news,4,2,0
192,"['Calls', 'for', 'extension']",news,2,0,0
193,"['Other', 'recommendations', 'made', 'by', 'the', 'committee', 'are', ':']",news,2,1,0
194,"['Extension', 'of', 'the', 'ADC', 'program', 'to', 'all', 'children', 'in', 'need', 'living', 'with', 'any', 'relatives', ',', 'including', 'both', 'parents', ',', 'as', 'a', 'means', 'of', 'preserving', 'family', 'unity', '.']",news,10,0,0
195,"['Research', 'projects', 'as', 'soon', 'as', 'possible', 'on', 'the', 'causes', 'and', 'prevention', 'of', 'dependency', 'and', 'illegitimacy', '.']",news,6,1,0
196,"['Several', 'defendants', 'in', 'the', 'Summerdale', 'police', 'burglary', 'trial', 'made', 'statements', 'indicating', 'their', 'guilt', 'at', 'the', 'time', 'of', 'their', 'arrest', ',', 'Judge', 'James', 'B.', 'Parsons', 'was', 'told', 'in', 'Criminal', 'court', 'yesterday', '.']",news,15,2,0
197,"['The', 'disclosure', 'by', 'Charles', 'Bellows', ',', 'chief', 'defense', 'counsel', ',', 'startled', 'observers', 'and', 'was', 'viewed', 'as', 'the', 'prelude', 'to', 'a', 'quarrel', 'between', 'the', 'six', 'attorneys', 'representing', 'the', 'eight', 'former', 'policemen', 'now', 'on', 'trial', '.']",news,12,1,0
198,"['Bellows', 'made', 'the', 'disclosure', 'when', 'he', 'asked', 'Judge', 'Parsons', 'to', 'grant', 'his', 'client', ',', 'Alan', 'Clements', ',', '30', ',', 'a', 'separate', 'trial', '.']",news,8,1,0
199,"['Bellows', 'made', 'the', 'request', 'while', 'the', 'all-woman', 'jury', 'was', 'out', 'of', 'the', 'courtroom', '.']",news,4,1,0
200,"['Fears', 'prejudicial', 'aspects']",news,2,1,0
201,"['``', 'The', 'statements', 'may', 'be', 'highly', 'prejudicial', 'to', 'my', 'client', ""''"", ',', 'Bellows', 'told', 'the', 'court', '.']",news,4,1,0
202,"['``', 'Some', 'of', 'the', 'defendants', 'strongly', 'indicated', 'they', 'knew', 'they', 'were', 'receiving', 'stolen', 'property', '.']",news,2,0,0
203,"['It', 'is', 'impossible', 'to', 'get', 'a', 'fair', 'trial', 'when', 'some', 'of', 'the', 'defendants', 'made', 'statements', 'involving', 'themselves', 'and', 'others', ""''"", '.']",news,4,2,0
204,"['Judge', 'Parsons', 'leaned', 'over', 'the', 'bench', 'and', 'inquired', ',', '``', 'You', 'mean', 'some', 'of', 'the', 'defendants', 'made', 'statements', 'admitting', 'this', ""''"", '?', '?']",news,5,0,0
205,"['``', 'Yes', ',', 'your', 'honor', ""''"", ',', 'replied', 'Bellows', '.']",news,2,0,0
206,"['``', 'What', 'this', 'amounts', 'to', ',', 'if', 'true', ',', 'is', 'that', 'there', 'will', 'be', 'a', 'free-for-all', 'fight', 'in', 'this', 'case', '.']",news,2,2,0
207,"['There', 'is', 'a', 'conflict', 'among', 'the', 'defendants', ""''"", '.']",news,2,0,0
208,"['Washington', ',', 'July', '24']",news,2,0,0
209,"['--', 'President', 'Kennedy', 'today', 'pushed', 'aside', 'other', 'White', 'House', 'business', 'to', 'devote', 'all', 'his', 'time', 'and', 'attention', 'to', 'working', 'on', 'the', 'Berlin', 'crisis', 'address', 'he', 'will', 'deliver', 'tomorrow', 'night', 'to', 'the', 'American', 'people', 'over', 'nationwide', 'television', 'and', 'radio', '.']",news,16,3,0
