,label,sentence,NN,JJ,RB
119,news,"['It', 'would', 'authorize', 'the', 'Texas', 'Education', 'Agency', 'to', 'establish', 'county-wide', 'day', 'schools', 'for', 'the', 'deaf', 'in', 'counties', 'of', '300,000', 'or', 'more', 'population', ',', 'require', 'deaf', 'children', 'between', '6', 'and', '13', 'years', 'of', 'age', 'to', 'attend', 'the', 'day', 'schools', ',', 'permitting', 'older', 'ones', 'to', 'attend', 'the', 'residential', 'Texas', 'School', 'for', 'the', 'Deaf', 'here', '.']",17,5,1
120,news,"['Operating', 'budget', 'for', 'the', 'day', 'schools', 'in', 'the', 'five', 'counties', 'of', 'Dallas', ',', 'Harris', ',', 'Bexar', ',', 'Tarrant', 'and', 'El', 'Paso', 'would', 'be', '$451,500', ',', 'which', 'would', 'be', 'a', 'savings', 'of', '$157,460', 'yearly', 'after', 'the', 'first', ""year's"", 'capital', 'outlay', 'of', '$88,000', 'was', 'absorbed', ',', 'Parkhouse', 'told', 'the', 'Senate', '.']",18,2,1
121,news,"['The', 'TEA', 'estimated', 'there', 'would', 'be', '182', 'scholastics', 'to', 'attend', 'the', 'day', 'school', 'in', 'Dallas', 'County', ',', 'saving', 'them', 'from', 'coming', 'to', 'Austin', 'to', 'live', 'in', 'the', 'state', 'deaf', 'school', '.']",9,1,0
122,news,"['Dallas', 'may', 'get', 'to', 'hear', 'a', 'debate', 'on', 'horse', 'race', 'parimutuels', 'soon', 'between', 'Reps.', 'V.', 'E.', '(', 'Red', ')', 'Berry', 'and', 'Joe', 'Ratcliff', '.']",12,0,1
123,news,"['While', 'details', 'are', 'still', 'to', 'be', 'worked', 'out', ',', 'Ratcliff', 'said', 'he', 'expects', 'to', 'tell', 'home', 'folks', 'in', 'Dallas', 'why', 'he', 'thinks', ""Berry's"", 'proposed', 'constitutional', 'amendment', 'should', 'be', 'rejected', '.']",7,1,1
124,news,"['``', ""We're"", 'getting', 'more', ""'"", 'pro', ""'"", 'letters', 'than', ""'"", 'con', ""'"", 'on', 'horse', 'race', 'betting', ""''"", ',', 'said', 'Ratcliff', '.']",7,1,1
125,news,"['``', 'But', 'I', 'believe', 'if', 'people', 'were', 'better', 'informed', 'on', 'this', 'question', ',', 'most', 'of', 'them', 'would', 'oppose', 'it', 'also', '.']",2,2,1
126,news,"[""I'm"", 'willing', 'to', 'stake', 'my', 'political', 'career', 'on', 'it', ""''"", '.']",3,2,0
127,news,"['Rep.', 'Berry', ',', 'an', 'ex-gambler', 'from', 'San', 'Antonio', ',', 'got', 'elected', 'on', 'his', 'advocacy', 'of', 'betting', 'on', 'the', 'ponies', '.']",7,0,0
128,news,"['A', 'House', 'committee', 'which', 'heard', 'his', 'local', 'option', 'proposal', 'is', 'expected', 'to', 'give', 'it', 'a', 'favorable', 'report', ',', 'although', 'the', 'resolution', 'faces', 'hard', 'sledding', 'later', '.']",7,3,1
129,news,"['The', 'house', 'passed', 'finally', ',', 'and', 'sent', 'to', 'the', 'Senate', ',', 'a', 'bill', 'extending', 'the', 'State', 'Health', ""Department's"", 'authority', 'to', 'give', 'planning', 'assistance', 'to', 'cities', '.']",10,0,1
130,news,"['The', 'senate', 'quickly', 'whipped', 'through', 'its', 'meager', 'fare', 'of', 'House', 'bills', 'approved', 'by', 'committees', ',', 'passing', 'the', 'three', 'on', 'the', 'calendar', '.']",6,1,1
131,news,"['One', 'validated', 'acts', 'of', 'school', 'districts', '.']",3,1,0
132,news,"['Another', 'enlarged', 'authority', 'of', 'the', 'Beaumont', 'Navigation', 'District', '.']",4,1,0
133,news,"['The', 'third', 'amended', 'the', 'enabling', 'act', 'for', 'creation', 'of', 'the', 'Lamar', 'county', 'Hospital', 'District', ',', 'for', 'which', 'a', 'special', 'constitutional', 'amendment', 'previously', 'was', 'adopted', '.']",8,3,1
134,news,"['Without', 'dissent', ',', 'senators', 'passed', 'a', 'bill', 'by', 'Sen.', 'A.', 'R.', 'Schwartz', 'of', 'Galveston', 'authorizing', 'establishment', 'in', 'the', 'future', 'of', 'a', 'school', 'for', 'the', 'mentally', 'retarded', 'in', 'the', 'Gulf', 'Coast', 'district', '.']",14,0,1
135,news,"['Money', 'for', 'its', 'construction', 'will', 'be', 'sought', 'later', 'on', 'but', 'in', 'the', 'meantime', 'the', 'State', 'Hospital', 'board', 'can', 'accept', 'gifts', 'and', 'donations', 'of', 'a', 'site', '.']",9,0,1
136,news,"['Two', 'tax', 'revision', 'bills', 'were', 'passed', '.']",3,0,0
137,news,"['One', ',', 'by', 'Sen.', 'Louis', 'Crump', 'of', 'San', 'Saba', ',', 'would', 'aid', 'more', 'than', '17,000', 'retailers', 'who', 'pay', 'a', 'group', 'of', 'miscellaneous', 'excise', 'taxes', 'by', 'eliminating', 'the', 'requirement', 'that', 'each', 'return', 'be', 'notarized', '.']",11,2,0
138,news,"['Instead', ',', 'retailers', 'would', 'sign', 'a', 'certificate', 'of', 'correctness', ',', 'violation', 'of', 'which', 'would', 'carry', 'a', 'penalty', 'of', 'one', 'to', 'five', 'years', 'in', 'prison', ',', 'plus', 'a', '$1,000', 'fine', '.']",8,0,1
139,news,"['It', 'was', 'one', 'of', 'a', 'series', 'of', 'recommendations', 'by', 'the', 'Texas', 'Research', 'League', '.']",5,0,0
140,news,"['The', 'other', 'bill', ',', 'by', 'Sen.', 'A.', 'M.', 'Aikin', 'Jr.', 'of', 'Paris', ',', 'would', 'relieve', 'real', 'estate', 'brokers', ',', 'who', 'pay', 'their', 'own', 'annual', 'licensing', 'fee', ',', 'from', 'the', '$12', 'annual', 'occupation', 'license', 'on', 'brokers', 'in', 'such', 'as', 'stocks', 'and', 'bonds', '.']",17,6,0
141,news,"['Natural', 'gas', 'public', 'utility', 'companies', 'would', 'be', 'given', 'the', 'right', 'of', 'eminent', 'domain', ',', 'under', 'a', 'bill', 'by', 'Sen.', 'Frank', 'Owen', '3', ',', 'of', 'El', 'Paso', ',', 'to', 'acquire', 'sites', 'for', 'underground', 'storage', 'reservoirs', 'for', 'gas', '.']",17,2,0
142,news,"['Marshall', 'Formby', 'of', 'Plainview', ',', 'former', 'chairman', 'of', 'the', 'Texas', 'Highway', 'Commission', ',', 'suggested', 'a', 'plan', 'to', 'fill', 'by', 'appointment', 'future', 'vacancies', 'in', 'the', 'Legislature', 'and', 'Congress', ',', 'eliminating', 'the', 'need', 'for', 'costly', 'special', 'elections', '.']",14,4,0
143,news,"['Under', ""Formby's"", 'plan', ',', 'an', 'appointee', 'would', 'be', 'selected', 'by', 'a', 'board', 'composed', 'of', 'the', 'governor', ',', 'lieutenant', 'governor', ',', 'speaker', 'of', 'the', 'House', ',', 'attorney', 'general', 'and', 'chief', 'justice', 'of', 'the', 'Texas', 'Supreme', 'Court', '.']",14,2,0
144,news,"['Austin', ',', 'Texas']",2,0,0
145,news,"['--', 'State', 'representatives', 'decided', 'Thursday', 'against', 'taking', 'a', 'poll', 'on', 'what', 'kind', 'of', 'taxes', 'Texans', 'would', 'prefer', 'to', 'pay', '.']",7,0,0
146,news,"['An', 'adverse', 'vote', 'of', '81', 'to', '65', 'kept', 'in', 'the', 'State', 'Affairs', 'Committee', 'a', 'bill', 'which', 'would', 'order', 'the', 'referendum', 'on', 'the', 'April', '4', 'ballot', ',', 'when', 'Texas', 'votes', 'on', 'a', 'U.S.', 'senator', '.']",13,1,0
147,news,"['Rep.', 'Wesley', 'Roberts', 'of', 'Seminole', ',', 'sponsor', 'of', 'the', 'poll', 'idea', ',', 'said', 'that', 'further', 'delay', 'in', 'the', 'committee', 'can', 'kill', 'the', 'bill', '.']",10,1,0
148,news,"['The', 'West', 'Texan', 'reported', 'that', 'he', 'had', 'finally', 'gotten', 'Chairman', 'Bill', 'Hollowell', 'of', 'the', 'committee', 'to', 'set', 'it', 'for', 'public', 'hearing', 'on', 'Feb.', '22', '.']",8,1,1
149,news,"['The', 'proposal', 'would', 'have', 'to', 'receive', 'final', 'legislative', 'approval', ',', 'by', 'two-thirds', 'majorities', ',', 'before', 'March', '1', 'to', 'be', 'printed', 'on', 'the', 'April', '4', 'ballot', ',', 'Roberts', 'said', '.']",8,2,0
150,news,"['Opponents', 'generally', 'argued', 'that', 'the', 'ballot', ""couldn't"", 'give', 'enough', 'information', 'about', 'tax', 'proposals', 'for', 'the', 'voters', 'to', 'make', 'an', 'intelligent', 'choice', '.']",8,2,1
151,news,"['All', 'Dallas', 'members', 'voted', 'with', 'Roberts', ',', 'except', 'Rep.', 'Bill', 'Jones', ',', 'who', 'was', 'absent', '.']",7,0,0
152,news,"['Austin', ',', 'Texas']",2,0,0
153,news,"['--', 'Paradise', 'lost', 'to', 'the', 'alleged', 'water', 'needs', 'of', ""Texas'"", 'big', 'cities', 'Thursday', '.']",6,2,0
154,news,"['Rep.', 'James', 'Cotten', 'of', 'Weatherford', 'insisted', 'that', 'a', 'water', 'development', 'bill', 'passed', 'by', 'the', 'Texas', 'House', 'of', 'Representatives', 'was', 'an', 'effort', 'by', 'big', 'cities', 'like', 'Dallas', 'and', 'Fort', 'Worth', 'to', 'cover', 'up', 'places', 'like', 'Paradise', ',', 'a', 'Wise', 'County', 'hamlet', 'of', '250', 'people', '.']",21,1,0
155,news,"['When', 'the', 'shouting', 'ended', ',', 'the', 'bill', 'passed', ',', '114', 'to', '4', ',', 'sending', 'it', 'to', 'the', 'Senate', ',', 'where', 'a', 'similar', 'proposal', 'is', 'being', 'sponsored', 'by', 'Sen.', 'George', 'Parkhouse', 'of', 'Dallas', '.']",8,1,0
156,news,"['Most', 'of', 'the', 'fire', 'was', 'directed', 'by', 'Cotten', 'against', 'Dallas', 'and', 'Sen.', 'Parkhouse', '.']",5,1,0
157,news,"['The', 'bill', 'would', 'increase', 'from', '$5,000,000', 'to', '$15,000,000', 'the', 'maximum', 'loan', 'the', 'state', 'could', 'make', 'to', 'a', 'local', 'water', 'project', '.']",5,2,0
158,news,"['Cotten', 'construed', 'this', 'as', 'a', 'veiled', 'effort', 'by', 'Parkhouse', 'to', 'help', 'Dallas', 'and', 'other', 'large', 'cities', 'get', 'money', 'which', 'Cotten', 'felt', 'could', 'better', 'be', 'spent', 'providing', 'water', 'for', 'rural', 'Texas', '.']",9,5,1
159,news,"['Statements', 'by', 'other', 'legislators', 'that', 'Dallas', 'is', 'paying', 'for', 'all', 'its', 'water', 'program', 'by', 'local', 'bonds', ',', 'and', 'that', 'less', 'populous', 'places', 'would', 'benefit', 'most', 'by', 'the', 'pending', 'bill', ',', 'did', 'not', 'sway', ""Cotten's"", 'attack', '.']",10,4,2
160,news,"['The', ""bill's"", 'defenders', 'were', 'mostly', 'small-town', 'legislators', 'like', 'J.', 'W.', 'Buchanan', 'of', 'Dumas', ',', 'Eligio', '(', 'Kika', ')', 'De', 'La', 'Garza', 'of', 'Mission', ',', 'Sam', 'F.', 'Collins', 'of', 'Newton', 'and', 'Joe', 'Chapman', 'of', 'Sulphur', 'Springs', '.']",21,1,1
161,news,"['``', 'This', 'is', 'a', 'poor', ""boy's"", 'bill', ""''"", ',', 'said', 'Chapman', '.']",3,1,0
162,news,"['``', 'Dallas', 'and', 'Fort', 'Worth', 'can', 'vote', 'bonds', '.']",4,0,0
163,news,"['This', 'would', 'help', 'the', 'little', 'peanut', 'districts', ""''"", '.']",1,2,0
164,news,"['Austin', ',', 'Texas']",2,0,0
165,news,"['--', 'A', 'Houston', 'teacher', ',', 'now', 'serving', 'in', 'the', 'Legislature', ',', 'proposed', 'Thursday', 'a', 'law', 'reducing', 'the', 'time', 'spent', 'learning', '``', 'educational', 'methods', ""''"", '.']",7,1,1
166,news,"['Rep.', 'Henry', 'C.', 'Grover', ',', 'who', 'teaches', 'history', 'in', 'the', 'Houston', 'public', 'schools', ',', 'would', 'reduce', 'from', '24', 'to', '12', 'semester', 'hours', 'the', 'so-called', '``', 'teaching', 'methods', ""''"", 'courses', 'required', 'to', 'obtain', 'a', 'junior', 'or', 'senior', 'high', 'school', 'teaching', 'certificate', '.']",15,3,0
167,news,"['A', 'normal', ""year's"", 'work', 'in', 'college', 'is', '30', 'semester', 'hours', '.']",5,1,0
168,news,"['Grover', 'also', 'would', 'require', 'junior-senior', 'high', 'teachers', 'to', 'have', 'at', 'least', '24', 'semester', 'hours', 'credit', 'in', 'the', 'subject', 'they', 'are', 'teaching', '.']",6,3,1
169,news,"['The', 'remainder', 'of', 'the', '4-year', 'college', 'requirement', 'would', 'be', 'in', 'general', 'subjects', '.']",4,2,0
170,news,"['``', 'A', 'person', 'with', 'a', ""master's"", 'degree', 'in', 'physics', ',', 'chemistry', ',', 'math', 'or', 'English', ',', 'yet', 'who', 'has', 'not', 'taken', 'Education', 'courses', ',', 'is', 'not', 'permitted', 'to', 'teach', 'in', 'the', 'public', 'schools', ""''"", ',', 'said', 'Grover', '.']",11,1,3
171,news,"['College', 'teachers', 'in', 'Texas', 'are', 'not', 'required', 'to', 'have', 'the', 'Education', 'courses', '.']",5,0,1
172,news,"['Fifty-three', 'of', 'the', '150', 'representatives', 'immediately', 'joined', 'Grover', 'as', 'co-signers', 'of', 'the', 'proposal', '.']",4,0,1
173,news,"['Paris', ',', 'Texas', '(', 'sp.', ')']",3,0,0
174,news,"['--', 'The', 'board', 'of', 'regents', 'of', 'Paris', 'Junior', 'College', 'has', 'named', 'Dr.', 'Clarence', 'Charles', 'Clark', 'of', 'Hays', ',', 'Kan.', 'as', 'the', ""school's"", 'new', 'president', '.']",12,2,0
175,news,"['Dr.', 'Clark', 'will', 'succeed', 'Dr.', 'J.', 'R.', 'McLemore', ',', 'who', 'will', 'retire', 'at', 'the', 'close', 'of', 'the', 'present', 'school', 'term', '.']",9,1,0
176,news,"['Dr.', 'Clark', 'holds', 'an', 'earned', 'Doctor', 'of', 'Education', 'degree', 'from', 'the', 'University', 'of', 'Oklahoma', '.']",7,1,0
177,news,"['He', 'also', 'received', 'a', 'Master', 'of', 'Science', 'degree', 'from', 'Texas', 'A', '&', 'I', 'College', 'and', 'a', 'Bachelor', 'of', 'Science', 'degree', 'from', 'Southwestern', 'State', 'College', ',', 'Weatherford', ',', 'Okla.', '.']",14,0,1
178,news,"['In', 'addition', ',', 'Dr.', 'Clark', 'has', 'studied', 'at', 'Rhode', 'Island', 'State', 'College', 'and', 'Massachusetts', 'Institute', 'of', 'Technology', '.']",10,0,0
179,news,"['During', 'his', 'college', 'career', ',', 'Dr.', 'Clark', 'was', 'captain', 'of', 'his', 'basketball', 'team', 'and', 'was', 'a', 'football', 'letterman', '.']",9,0,0
180,news,"['Dr.', 'Clark', 'has', 'served', 'as', 'teacher', 'and', 'principal', 'in', 'Oklahoma', 'high', 'schools', ',', 'as', 'teacher', 'and', 'athletic', 'director', 'at', 'Raymondville', ',', 'Texas', ',', 'High', 'School', ',', 'as', 'an', 'instructor', 'at', 'the', 'University', 'of', 'Oklahoma', ',', 'and', 'as', 'an', 'associate', 'professor', 'of', 'education', 'at', 'Fort', 'Hays', ',', 'Kan.', ',', 'State', 'College', '.']",23,2,0
181,news,"['He', 'has', 'served', 'as', 'a', 'border', 'patrolman', 'and', 'was', 'in', 'the', 'Signal', 'Corps', 'of', 'the', 'U.S.', 'Army', '.']",6,0,0
182,news,"['Denton', ',', 'Texas', '(', 'sp.', ')']",3,0,0
183,news,"['--', 'Principals', 'of', 'the', '13', 'schools', 'in', 'the', 'Denton', 'Independent', 'School', 'District', 'have', 'been', 're-elected', 'for', 'the', '1961-62', 'session', 'upon', 'the', 'recommendation', 'of', 'Supt.', 'Chester', 'O.', 'Strickland', '.']",12,1,0
184,news,"['State', 'and', 'federal', 'legislation', 'against', 'racial', 'discrimination', 'in', 'employment', 'was', 'called', 'for', 'yesterday', 'in', 'a', 'report', 'of', 'a', '``', 'blue', 'ribbon', ""''"", 'citizens', 'committee', 'on', 'the', 'aid', 'to', 'dependent', 'children', 'program', '.']",12,4,0
185,news,"['The', 'report', ',', 'culminating', 'a', 'year', 'long', 'study', 'of', 'the', 'ADC', 'program', 'in', 'Cook', 'county', 'by', 'a', 'New', 'York', 'City', 'welfare', 'consulting', 'firm', ',', 'listed', '10', 'long', 'range', 'recommendations', 'designed', 'to', 'reduce', 'the', 'soaring', 'ADC', 'case', 'load', '.']",17,1,1
186,news,"['The', 'report', 'called', 'racial', 'discrimination', 'in', 'employment', '``', 'one', 'of', 'the', 'most', 'serious', 'causes', 'of', 'family', 'breakdown', ',', 'desertion', ',', 'and', 'ADC', 'dependency', ""''"", '.']",9,2,1
187,news,"['``', 'Must', 'solve', 'problem', ""''""]",2,0,0
188,news,"['The', 'monthly', 'cost', 'of', 'ADC', 'to', 'more', 'than', '100,000', 'recipients', 'in', 'the', 'county', 'is', '4.4', 'million', 'dollars', ',', 'said', 'C.', 'Virgil', 'Martin', ',', 'president', 'of', 'Carson', 'Pirie', 'Scott', '&', 'Co.', ',', 'committee', 'chairman', '.']",15,2,0
189,news,"['``', 'We', 'must', 'solve', 'the', 'problems', 'which', 'have', 'forced', 'these', 'people', 'to', 'depend', 'upon', 'ADC', 'for', 'subsistence', ""''"", ',', 'Martin', 'said', '.']",5,0,0
190,news,"['The', 'volume', 'of', 'ADC', 'cases', 'will', 'decrease', ',', 'Martin', 'reported', ',', 'when', 'the', 'community', 'is', 'able', 'to', 'deal', 'effectively', 'with', 'two', 'problems', ':', 'Relatively', 'limited', 'skills', 'and', 'discrimination', 'in', 'employment', 'because', 'of', 'color', '.']",10,2,2
191,news,"['These', ',', 'he', 'said', ',', 'are', '``', 'two', 'of', 'the', 'principal', 'underlying', 'causes', 'for', 'family', 'breakups', 'leading', 'to', 'ADC', ""''"", '.']",4,2,0
192,news,"['Calls', 'for', 'extension']",2,0,0
193,news,"['Other', 'recommendations', 'made', 'by', 'the', 'committee', 'are', ':']",2,1,0
194,news,"['Extension', 'of', 'the', 'ADC', 'program', 'to', 'all', 'children', 'in', 'need', 'living', 'with', 'any', 'relatives', ',', 'including', 'both', 'parents', ',', 'as', 'a', 'means', 'of', 'preserving', 'family', 'unity', '.']",10,0,0
195,news,"['Research', 'projects', 'as', 'soon', 'as', 'possible', 'on', 'the', 'causes', 'and', 'prevention', 'of', 'dependency', 'and', 'illegitimacy', '.']",6,1,2
196,news,"['Several', 'defendants', 'in', 'the', 'Summerdale', 'police', 'burglary', 'trial', 'made', 'statements', 'indicating', 'their', 'guilt', 'at', 'the', 'time', 'of', 'their', 'arrest', ',', 'Judge', 'James', 'B.', 'Parsons', 'was', 'told', 'in', 'Criminal', 'court', 'yesterday', '.']",15,2,0
197,news,"['The', 'disclosure', 'by', 'Charles', 'Bellows', ',', 'chief', 'defense', 'counsel', ',', 'startled', 'observers', 'and', 'was', 'viewed', 'as', 'the', 'prelude', 'to', 'a', 'quarrel', 'between', 'the', 'six', 'attorneys', 'representing', 'the', 'eight', 'former', 'policemen', 'now', 'on', 'trial', '.']",12,1,1
198,news,"['Bellows', 'made', 'the', 'disclosure', 'when', 'he', 'asked', 'Judge', 'Parsons', 'to', 'grant', 'his', 'client', ',', 'Alan', 'Clements', ',', '30', ',', 'a', 'separate', 'trial', '.']",8,1,0
199,news,"['Bellows', 'made', 'the', 'request', 'while', 'the', 'all-woman', 'jury', 'was', 'out', 'of', 'the', 'courtroom', '.']",4,1,0
200,news,"['Fears', 'prejudicial', 'aspects']",2,1,0
201,news,"['``', 'The', 'statements', 'may', 'be', 'highly', 'prejudicial', 'to', 'my', 'client', ""''"", ',', 'Bellows', 'told', 'the', 'court', '.']",4,1,1
202,news,"['``', 'Some', 'of', 'the', 'defendants', 'strongly', 'indicated', 'they', 'knew', 'they', 'were', 'receiving', 'stolen', 'property', '.']",2,0,1
203,news,"['It', 'is', 'impossible', 'to', 'get', 'a', 'fair', 'trial', 'when', 'some', 'of', 'the', 'defendants', 'made', 'statements', 'involving', 'themselves', 'and', 'others', ""''"", '.']",4,2,0
204,news,"['Judge', 'Parsons', 'leaned', 'over', 'the', 'bench', 'and', 'inquired', ',', '``', 'You', 'mean', 'some', 'of', 'the', 'defendants', 'made', 'statements', 'admitting', 'this', ""''"", '?', '?']",5,0,0
205,news,"['``', 'Yes', ',', 'your', 'honor', ""''"", ',', 'replied', 'Bellows', '.']",2,0,0
206,news,"['``', 'What', 'this', 'amounts', 'to', ',', 'if', 'true', ',', 'is', 'that', 'there', 'will', 'be', 'a', 'free-for-all', 'fight', 'in', 'this', 'case', '.']",2,2,0
207,news,"['There', 'is', 'a', 'conflict', 'among', 'the', 'defendants', ""''"", '.']",2,0,0
208,news,"['Washington', ',', 'July', '24']",2,0,0
209,news,"['--', 'President', 'Kennedy', 'today', 'pushed', 'aside', 'other', 'White', 'House', 'business', 'to', 'devote', 'all', 'his', 'time', 'and', 'attention', 'to', 'working', 'on', 'the', 'Berlin', 'crisis', 'address', 'he', 'will', 'deliver', 'tomorrow', 'night', 'to', 'the', 'American', 'people', 'over', 'nationwide', 'television', 'and', 'radio', '.']",16,3,1
